make,model,model_variant,color,carType,city,drive,manufacture_month,manufacture_year,mileage,mileage_unit,type,price_on_request,zip,country,currency,fuel_consumption_unit,condition
Land Rover,RANGE ROVER,LAND ROVER Range Rover 4.6 HSE,Black,SUV / Geländewagen,Zuzwil,Allrad,12,1995,46500.0,Km,car,"",null,null,null,null,null
Bentley,ARNAGE,BENTLEY Arnage T,Black,Limousine,Zuzwil,Hinterradantrieb,6,2002,36000.0,Km,car,"",null,null,null,null,null
Mercedes,C 43 AMG,MERCEDES-BENZ C 43 AMG Sport,Black,Kombi,Zuzwil,Hinterradantrieb,1,1998,64100.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant quattro,Black,Kombi,Zuzwil,Allrad,1,2003,59000.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Carrera,Black,Coupé,Zuzwil,Hinterradantrieb,5,1998,26000.0,Km,car,"",null,null,null,null,null
Fiat,131,FIAT 131 Racing / Sport,Black,Limousine,Zuzwil,null,5,1980,80000.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Carrera 4S Cabrio,Black,Cabriolet,Zuzwil,Allrad,5,2006,30600.0,Km,car,"",null,null,null,null,null
Mercedes,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,Black,Cabriolet,Zuzwil,Hinterradantrieb,1,2003,32500.0,Km,car,"",null,null,null,null,null
Renault,Alpine A110,RENAULT Alpine A110 Modell 1400 FASA,Black,Coupé,Zuzwil,Hinterradantrieb,7,1978,90000.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 GTR (GT3),Black,Coupé,Zuzwil,Hinterradantrieb,4,2001,16300.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Carrera Cabrio,Blue,Cabriolet,Zuzwil,Hinterradantrieb,1,1996,78000.0,Km,car,"",null,null,null,null,null
Ferrari,F360,FERRARI F360 Challenge stradale,Black,Coupé,Zuzwil,Hinterradantrieb,3,2004,27650.0,Km,car,"",null,null,null,null,null
Mercedes,CLS 55 AMG,MERCEDES-BENZ CLS 55 AMG,Black,Limousine,Zuzwil,Hinterradantrieb,6,2005,77000.0,Km,car,"",null,null,null,null,null
Mercedes,E 240,MERCEDES-BENZ E 240 Elégance,Black,Limousine,Zuzwil,Hinterradantrieb,4,2003,89200.0,Km,car,"",null,null,null,null,null
BMW,323,BMW 323 E21,Black,Coupé,Zuzwil,null,9,1982,64700.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Carrera 4 S Cabrio,Black,Cabriolet,Zuzwil,Allrad,3,2004,75600.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Turbo Cabrio,Black,Cabriolet,Zuzwil,Allrad,9,2007,46500.0,Km,car,"",null,null,null,null,null
Land Rover,RANGE ROVER,LAND ROVER Range Rover 4.6 HSE,Black,SUV / Geländewagen,Zuzwil,Allrad,11,1995,70400.0,Km,car,"",null,null,null,null,null
Mercedes,SLK 32 AMG,MERCEDES-BENZ SLK 32 AMG,Black,Cabriolet,Zuzwil,Hinterradantrieb,8,2003,123400.0,Km,car,"",null,null,null,null,null
Alpina,5 SERIES,BMW-ALPINA B5 BiTurbo 4.4 V8,Black,Limousine,Zuzwil,Hinterradantrieb,5,2012,19100.0,Km,car,"",null,null,null,null,null
Lamborghini,DIABLO,LAMBORGHINI Diablo 5.7,Black,Coupé,Zuzwil,Hinterradantrieb,4,1997,55000.0,Km,car,"",null,null,null,null,null
Porsche,PANAMERA,PORSCHE Panamera Turbo 4.8,Blue,Limousine,Zuzwil,Allrad,1,2010,26800.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant quattro,Black,Kombi,Zuzwil,Allrad,7,2002,21400.0,Km,car,"",null,null,null,null,null
BMW,320,BMW 320d Touring,Black,Kombi,Zuzwil,Hinterradantrieb,8,2007,162000.0,Km,car,"",null,null,null,null,null
BMW,2002,BMW 2002 Turbo,Black,Limousine,Zuzwil,Hinterradantrieb,7,1974,82600.0,Km,car,"",null,null,null,null,null
Renault,ALPINE,RENAULT Alpine A310 V6,Black,Coupé,Zuzwil,Hinterradantrieb,9,1983,111990.0,Km,car,"",null,null,null,null,null
Mercedes,SL 500,MERCEDES-BENZ SL 500,Black,Cabriolet,Zuzwil,Hinterradantrieb,2,1998,30400.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Carrera,Black,Coupé,Zuzwil,Hinterradantrieb,9,2000,77600.0,Km,car,"",null,null,null,null,null
BMW,X5,BMW X5 4.6is,Black,SUV / Geländewagen,Zuzwil,Allrad,2,2002,23800.0,Km,car,"",null,null,null,null,null
BMW,M5,BMW M5,Black,Limousine,Zuzwil,Hinterradantrieb,3,2013,4600.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant 5.0 V10 quattro,Black,Kombi,Zuzwil,Allrad,11,2008,48200.0,Km,car,"",null,null,null,null,null
Maserati,COUPÉ GT,MASERATI Coupé GT,Black,Coupé,Zuzwil,Hinterradantrieb,10,2002,23200.0,Km,car,"",null,null,null,null,null
Mercedes,SL 63 AMG,MERCEDES-BENZ SL 63 AMG,Blue,Cabriolet,Zuzwil,Hinterradantrieb,3,2012,19999.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant quattro,Black,Kombi,Zuzwil,Allrad,6,2003,41100.0,Km,car,"",null,null,null,null,null
Mercedes,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,Black,Cabriolet,Zuzwil,Hinterradantrieb,2,2003,45200.0,Km,car,"",null,null,null,null,null
Mercedes,S 350,MERCEDES-BENZ S 350 L 4Matic,Black,Limousine,Zuzwil,Allrad,1,2010,110800.0,Km,car,"",null,null,null,null,null
Audi,A4,AUDI A4 Avant 3.0 V6,Black,Kombi,Zuzwil,Vorderradantrieb,8,2002,101900.0,Km,car,"",null,null,null,null,null
VW,TOURAN,VW Touran 1.4 TSI Trend,Black,Kompaktvan / Minivan,Zuzwil,Vorderradantrieb,3,2008,71700.0,Km,car,"",null,null,null,null,null
Mercedes,S 600,MERCEDES-BENZ S 600 L,Black,Limousine,Zuzwil,Hinterradantrieb,1,1996,125000.0,Km,car,"",null,null,null,null,null
BMW,3.0,BMW 3.0 CSL,Black,Limousine,Zuzwil,null,1,1973,129800.0,Km,car,"",null,null,null,null,null
Ferrari,612,FERRARI 612,Black,Coupé,Zuzwil,Hinterradantrieb,4,2005,36000.0,Km,car,"",null,null,null,null,null
Mercedes,G 55 AMG,MERCEDES-BENZ G 55 AMG,Black,SUV / Geländewagen,Zuzwil,Allrad,1,2008,49600.0,Km,car,"",null,null,null,null,null
Other,"",KAISER CJ-5 12V ARMEEFAHRZEUG,Black,SUV / Geländewagen,Zuzwil,Allrad,9,1966,18000.0,Km,car,"",null,null,null,null,null
Mercedes,SL 600,MERCEDES-BENZ SL 600,Blue,Cabriolet,Zuzwil,Hinterradantrieb,3,1993,37000.0,Km,car,"",null,null,null,null,null
Mercedes,S 320,MERCEDES-BENZ S 320,Black,Limousine,Zuzwil,Hinterradantrieb,3,1999,73700.0,Km,car,"",null,null,null,null,null
Mercedes,SL 500,MERCEDES-BENZ SL 500,Black,Cabriolet,Zuzwil,Hinterradantrieb,8,1997,39800.0,Km,car,"",null,null,null,null,null
Mercedes,SL 500,MERCEDES-BENZ SL 500,Black,Cabriolet,Zuzwil,Hinterradantrieb,4,2007,47900.0,Km,car,"",null,null,null,null,null
Lotus,"",LOTUS HKT Seven GTS,Black,Cabriolet,Zuzwil,Hinterradantrieb,5,2005,16000.0,Km,car,"",null,null,null,null,null
Talbot Lago,"",TALBOT Sunbeam Lotus,Black,Coupé,Zuzwil,Hinterradantrieb,3,1982,40100.0,Km,car,"",null,null,null,null,null
Saab,9-5,SAAB 9-5 2.3T Aero,Black,Kombi,Zuzwil,Vorderradantrieb,7,2002,117100.0,Km,car,"",null,null,null,null,null
Audi,R8,AUDI R8 Coupé 5.2,Black,Coupé,Zuzwil,Allrad,7,2009,26500.0,Km,car,"",null,null,null,null,null
Lincoln,Continental,LINCOLN Continental,Black,Limousine,Zuzwil,Vorderradantrieb,2,2002,119600.0,Km,car,"",null,null,null,null,null
Maserati,GHIBLI,MASERATI Ghibli 2.8 GT,Black,Coupé,Zuzwil,Hinterradantrieb,3,1996,40600.0,Km,car,"",null,null,null,null,null
Mercedes,S 500,MERCEDES-BENZ S 500 L,Black,Limousine,Zuzwil,Hinterradantrieb,5,2000,74500.0,Km,car,"",null,null,null,null,null
Aston Martin,DB9,ASTON MARTIN DB9 Volante,Other,Cabriolet,Zuzwil,Hinterradantrieb,11,2005,31800.0,Km,car,"",null,null,null,null,null
Lancio,DELTA,LANCIA DELTA Integrale EVO,Blue,Limousine,Zuzwil,Allrad,2,1995,68000.0,Km,car,"",null,null,null,null,null
BMW,525,BMW 525i,Black,Limousine,Zuzwil,Hinterradantrieb,2,2002,125900.0,Km,car,"",null,null,null,null,null
BMW,M6,BMW M6,Black,Cabriolet,Zuzwil,Hinterradantrieb,6,2012,66800.0,Km,car,"",null,null,null,null,null
Mercedes,CLK 63 AMG,MERCEDES-BENZ CLK 63 AMG Black Series,Black,Coupé,Zuzwil,Hinterradantrieb,6,2008,45000.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Turbo ll 3.6,Black,Coupé,Zuzwil,Hinterradantrieb,10,1993,128200.0,Km,car,"",null,null,null,null,null
Mercedes,S 320,MERCEDES-BENZ S 320,Black,Limousine,Zuzwil,Hinterradantrieb,8,1997,58000.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Turbo,Black,Coupé,Zuzwil,Hinterradantrieb,3,1984,63500.0,Km,car,"",null,null,null,null,null
Honda,ACCORD,HONDA Accord Coupé V6 3.0i VTEC,Black,Coupé,Zuzwil,Vorderradantrieb,7,1998,186000.0,Km,car,"",null,null,null,null,null
Audi,RS5,AUDI RS5 Coupé 4.2FSI quattro,Black,Coupé,Zuzwil,Allrad,1,2011,31750.0,Km,car,"",null,null,null,null,null
Ferrari,458,FERRARI 458 Italia 4.5 V8,Black,Coupé,Zuzwil,Hinterradantrieb,10,2010,680.0,Km,car,"",null,null,null,null,null
Rolls-Royce,Silver Spur,ROLLS-ROYCE Silver Spur,Black,Limousine,Zuzwil,Hinterradantrieb,9,1988,73800.0,Km,car,"",null,null,null,null,null
Other,"",NSU TTS,Blue,Limousine,Zuzwil,null,7,1971,75000.0,Km,car,"",null,null,null,null,null
Jaguar,XK,JAGUAR XKR 5.0 V8 SC,Black,Cabriolet,Zuzwil,Hinterradantrieb,3,2009,49500.0,Km,car,"",null,null,null,null,null
BMW,535,BMW 535d xDrive,Black,Limousine,Zuzwil,Allrad,4,2012,82000.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 GT2,Black,Coupé,Zuzwil,Hinterradantrieb,5,2002,38200.0,Km,car,"",null,null,null,null,null
Mercedes,SL 500,MERCEDES-BENZ SL 500,Black,Cabriolet,Zuzwil,Hinterradantrieb,5,2006,8000.0,Km,car,"",null,null,null,null,null
Lamborghini,HURACAN,LAMBORGHINI Huracan LP610-4 Coupé,Black,Coupé,Zuzwil,Allrad,1,2016,2100.0,Km,car,"",null,null,null,null,null
Mercedes,C 63 AMG,MERCEDES-BENZ C 63 AMG BLACK SERIES,Black,Coupé,Zuzwil,Hinterradantrieb,3,2012,500.0,Km,car,"",null,null,null,null,null
BMW,740,BMW 740iL,Black,Limousine,Zuzwil,Hinterradantrieb,5,1999,18300.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 GT3 CUP,Black,Coupé,Zuzwil,null,5,2000,7000.0,Km,car,"",null,null,null,null,null
Ferrari,612,FERRARI 612,Black,Coupé,Zuzwil,Hinterradantrieb,7,2004,113800.0,Km,car,"",null,null,null,null,null
BMW,328,BMW 328i A Cabrio,Black,Cabriolet,Zuzwil,Hinterradantrieb,8,1995,49900.0,Km,car,"",null,null,null,null,null
Toyota,CELICA,TOYOTA CELICA 2000GT,Blue,Coupé,Zuzwil,Hinterradantrieb,11,1976,38700.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Carrera 4,Black,Coupé,Zuzwil,Allrad,2,1995,134100.0,Km,car,"",null,null,null,null,null
Lancio,DELTA,LANCIA Delta HF Integrale Evo 4V,Black,Limousine,Zuzwil,Allrad,12,1993,131000.0,Km,car,"",null,null,null,null,null
Toyota,LAND CRUISER,TOYOTA LAND CRUISER BJ 40 LT,Black,SUV / Geländewagen,Zuzwil,Allrad,7,1979,240500.0,Km,car,"",null,null,null,null,null
Maserati,COUPÉ GT,MASERATI Coupé GT,Black,Coupé,Zuzwil,Hinterradantrieb,9,2006,38900.0,Km,car,"",null,null,null,null,null
Other,"",HARLEY-DAVIDSON HPU Hurricane TC,Black,"",Zuzwil,Hinterradantrieb,4,2006,100.0,Km,car,"",null,null,null,null,null
Land Rover,RANGE ROVER,LAND ROVER Range Rover 4.6 HSE,Black,SUV / Geländewagen,Zuzwil,Allrad,11,1994,87000.0,Km,car,"",null,null,null,null,null
Mercedes,CL 65 AMG,MERCEDES-BENZ CL 65 AMG,Black,Coupé,Zuzwil,Hinterradantrieb,5,2008,43000.0,Km,car,"",null,null,null,null,null
Mercedes,SL 600,MERCEDES-BENZ SL 600,Black,Cabriolet,Zuzwil,Hinterradantrieb,3,2004,96400.0,Km,car,"",null,null,null,null,null
BMW,"",BMW 323 i E21,Black,Coupé,Zuzwil,Hinterradantrieb,5,1979,157400.0,Km,car,"",null,null,null,null,null
Maserati,GRANTURISMO,MASERATI GranTurismo,Black,Coupé,Zuzwil,Hinterradantrieb,12,2009,8700.0,Km,car,"",null,null,null,null,null
Mercedes,CL 500,MERCEDES-BENZ CL 500,Blue,Coupé,Zuzwil,Hinterradantrieb,9,2006,15100.0,Km,car,"",null,null,null,null,null
Smart,FORTWO,SMART Fortwo passion,Black,Cabriolet,Zuzwil,Hinterradantrieb,7,2003,165000.0,Km,car,"",null,null,null,null,null
Audi,S6,AUDI S6 Avant quattro,Black,Kombi,Zuzwil,Allrad,10,2000,211000.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Turbo,Black,Coupé,Zuzwil,Allrad,10,2000,80000.0,Km,car,"",null,null,null,null,null
Mercedes,R 500,MERCEDES-BENZ R 500 4Matic,Black,Kombi,Zuzwil,Allrad,1,2006,500.0,Km,car,"",null,null,null,null,null
Rolls-Royce,CORNICHE,ROLLS-ROYCE CORNICHE Convertible,Black,Cabriolet,Basel,Hinterradantrieb,1,1982,70000.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Carrera 4,Silver,Coupé,Zuzwil,Allrad,4,1999,35100.0,Km,car,"",null,null,null,null,null
Lancio,DELTA,LANCIA Delta HF Integrale Evo 4V,Silver,Limousine,Zuzwil,Allrad,1,1994,130300.0,Km,car,"",null,null,null,null,null
Alfa Romeo,GT,ALFA ROMEO GT 1300 Junior,Silver,Limousine,Zuzwil,null,6,1972,79380.0,Km,car,"",null,null,null,null,null
Ferrari,599,FERRARI 599 GTB HGTE,Silver,Coupé,Zuzwil,Hinterradantrieb,4,2010,28900.0,Km,car,"",null,null,null,null,null
Ferrari,365,FERRARI 365 Daytona Plexiglas,Silver,Coupé,Sursee,null,9,1970,8000.0,Km,car,"",null,null,null,null,null
Ferrari,F355,FERRARI F355 Berlinetta,Blue,Coupé,Zuzwil,Hinterradantrieb,5,1995,78000.0,Km,car,"",null,null,null,null,null
Renault,ALPINE,RENAULT Alpine A310 V6 VFA-2700 VAA,Silver,Coupé,Zuzwil,Hinterradantrieb,5,1984,78000.0,Km,car,"",null,null,null,null,null
Mercedes,E 55 AMG,MERCEDES-BENZ E 55 AMG Avantgarde,Silver,Limousine,Zuzwil,Hinterradantrieb,2,2004,147400.0,Km,car,"",null,null,null,null,null
Mercedes,C 280,MERCEDES-BENZ C 280 Elégance,Silver,Kombi,Zuzwil,Hinterradantrieb,6,1997,62500.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant quattro,Silver,Kombi,Zuzwil,Allrad,2,2003,144200.0,Km,car,"",null,null,null,null,null
Audi,S8,AUDI S8 4.2 quattro,Silver,Limousine,Zuzwil,Allrad,1,1998,57000.0,Km,car,"",null,null,null,null,null
VW,TOUAREG,VW Touareg 5.0 TDI V10,Silver,SUV / Geländewagen,Zuzwil,Allrad,11,2003,117800.0,Km,car,"",null,null,null,null,null
Nissan,200 SX,NISSAN 200 SX 1.8 16V Turbo,Silver,Coupé,Zuzwil,Hinterradantrieb,6,1990,162900.0,Km,car,"",null,null,null,null,null
Ferrari,599,FERRARI 599 GTB,Silver,Coupé,Zuzwil,Hinterradantrieb,4,2008,26000.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Turbo II,Silver,Coupé,Zuzwil,Hinterradantrieb,8,1991,101300.0,Km,car,"",null,null,null,null,null
Mercedes,SL 65 AMG,MERCEDES-BENZ SL 65 AMG BLACK SERIES,Silver,Coupé,Zuzwil,Hinterradantrieb,7,2009,34000.0,Km,car,"",null,null,null,null,null
BMW,M3,BMW M3,Blue,Cabriolet,Zuzwil,Hinterradantrieb,5,2002,49600.0,Km,car,"",null,null,null,null,null
Audi,RS4,AUDI RS4 4.2 V8 quattro,Silver,Limousine,Zuzwil,Allrad,0,2011,1350.0,Km,car,"",null,null,null,null,null
Mercedes,CL 600,MERCEDES-BENZ CL 600,Silver,Coupé,Zuzwil,Hinterradantrieb,2,2000,75400.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 GT3,Silver,Coupé,Zuzwil,Hinterradantrieb,10,1999,47900.0,Km,car,"",null,null,null,null,null
VW,TOUAREG,VW Touareg 5.0 TDI V10,Silver,SUV / Geländewagen,Zuzwil,Allrad,9,2006,104500.0,Km,car,"",null,null,null,null,null
Aston Martin,DB9,ASTON MARTIN DB9,Silver,Coupé,Zuzwil,Hinterradantrieb,1,2005,40800.0,Km,car,"",null,null,null,null,null
Mercedes,SL 500,MERCEDES-BENZ SL 500,Silver,Cabriolet,Zuzwil,Hinterradantrieb,3,1994,111500.0,Km,car,"",null,null,null,null,null
Mercedes,CL 600,MERCEDES-BENZ CL 600,Silver,Coupé,Zuzwil,Hinterradantrieb,7,2003,22400.0,Km,car,"",null,null,null,null,null
Ford,MUSTANG,FORD (USA) Mustang,Silver,Cabriolet,Sursee,Hinterradantrieb,3,1968,1000.0,Km,car,"",null,null,null,null,null
Chevrolet,CORVETTE,CHEVROLET Corvette ZR1,Silver,Coupé,Zuzwil,Hinterradantrieb,7,2009,4000.0,Km,car,"",null,null,null,null,null
Ferrari,F360,FERRARI F360 Spider,Silver,Cabriolet,Zuzwil,Hinterradantrieb,2,2003,55800.0,Km,car,"",null,null,null,null,null
Other,CHARADE,DAIHATSU Charade 1.0 Turbo,Blue,Kleinwagen,Zuzwil,Vorderradantrieb,9,1985,61800.0,Km,car,"",null,null,null,null,null
BMW,545,BMW 545i,Silver,Limousine,Zuzwil,Hinterradantrieb,9,2003,33600.0,Km,car,"",null,null,null,null,null
Mercedes,C 240,MERCEDES-BENZ C 240 Elégance,Silver,Limousine,Zuzwil,Hinterradantrieb,7,2000,162900.0,Km,car,"",null,null,null,null,null
Maserati,GRANSPORT,MASERATI Coupé GranSport,Silver,Coupé,Zuzwil,Hinterradantrieb,1,2005,38400.0,Km,car,"",null,null,null,null,null
Mercedes,SL 65 AMG,MERCEDES-BENZ SL 65 AMG,Silver,Cabriolet,Zuzwil,Hinterradantrieb,7,2008,24000.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Turbo,Silver,Coupé,Zuzwil,Allrad,2,2001,82100.0,Km,car,"",null,null,null,null,null
Other,"",NSU TT,Silver,Limousine,Zuzwil,null,4,1972,82804.0,Km,car,"",null,null,null,null,null
McLaren,12C,McLAREN MP4-12C Coupé 3.8 V8,Silver,Coupé,Zuzwil,Hinterradantrieb,3,2012,1200.0,Km,car,"",null,null,null,null,null
BMW,735,BMW 735i,Silver,Limousine,Zuzwil,Hinterradantrieb,8,1999,33900.0,Km,car,"",null,null,null,null,null
Mercedes,E 250,MERCEDES-BENZ E 250 CGI BlueEff Avgarde,Silver,Limousine,Zuzwil,Hinterradantrieb,6,2010,29800.0,Km,car,"",null,null,null,null,null
Renault,ALPINE,RENAULT Alpine A310 V6,Silver,Coupé,Zuzwil,Hinterradantrieb,10,1982,31000.0,Km,car,"",null,null,null,null,null
Citroen,C5,CITROEN C5 3.0 V6 Exclusive,Blue,Limousine,Zuzwil,Vorderradantrieb,6,2001,83800.0,Km,car,"",null,null,null,null,null
Toyota,COROLLA,TOYOTA Corolla 2.0 D4D L.Terra,Silver,Kombi,Zuzwil,Vorderradantrieb,6,2004,144000.0,Km,car,"",null,null,null,null,null
Bentley,ARNAGE,BENTLEY Arnage Green Label,Silver,Limousine,Zuzwil,Hinterradantrieb,4,2000,42300.0,Km,car,"",null,null,null,null,null
BMW,M6,BMW M6,Silver,Coupé,Zuzwil,Hinterradantrieb,7,2005,8500.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Turbo,Silver,Coupé,Zuzwil,Allrad,12,2000,60500.0,Km,car,"",null,null,null,null,null
Ferrari,575M,FERRARI 575M,Silver,Coupé,Zuzwil,Hinterradantrieb,3,2005,22500.0,Km,car,"",null,null,null,null,null
BMW,X1,BMW X1 xDrive 25d Sport Line,Silver,SUV / Geländewagen,Zuzwil,Allrad,9,2012,39200.0,Km,car,"",null,null,null,null,null
Mercedes,S 65 AMG,MERCEDES-BENZ S 65 L AMG 650PS,Silver,Limousine,Zuzwil,Hinterradantrieb,8,2004,61000.0,Km,car,"",null,null,null,null,null
Ferrari,456,FERRARI 456M GT,Silver,Coupé,Zuzwil,Hinterradantrieb,3,2000,35000.0,Km,car,"",null,null,null,null,null
Mercedes,S 500,MERCEDES-BENZ S 500,Silver,Limousine,Zuzwil,Hinterradantrieb,2,2009,52000.0,Km,car,"",null,null,null,null,null
VW,GOLF,VW Golf R32 4Motion,Silver,Limousine,Zuzwil,Allrad,2,2007,105800.0,Km,car,"",null,null,null,null,null
Ford,CAPRI,FORD CAPRI RS 2600,Blue,Coupé,Zuzwil,Hinterradantrieb,5,1971,64600.0,Km,car,"",null,null,null,null,null
Renault,SPORT SPIDER,RENAULT SPORT SPIDER Windschutzscheibe,Silver,Cabriolet,Zuzwil,Hinterradantrieb,9,2000,8000.0,Km,car,"",null,null,null,null,null
Renault,R5,RENAULT R5 Alpine,Silver,Kleinwagen,Zuzwil,Vorderradantrieb,7,1981,147800.0,Km,car,"",null,null,null,null,null
Mercedes,S 65 AMG,MERCEDES-BENZ S 65 AMG L,Silver,Limousine,Zuzwil,Hinterradantrieb,6,2008,56200.0,Km,car,"",null,null,null,null,null
Renault,SPORT SPIDER,RENAULT Spider 2.0 16V TURBO,Silver,Cabriolet,Zuzwil,Hinterradantrieb,6,1997,23500.0,Km,car,"",null,null,null,null,null
BMW,M6,BMW M6,Silver,Coupé,Zuzwil,Hinterradantrieb,11,2006,34500.0,Km,car,"",null,null,null,null,null
Mercedes,CL 500,MERCEDES-BENZ CL 500 Prime Edition,Silver,Coupé,Zuzwil,Hinterradantrieb,10,2006,72200.0,Km,car,"",null,null,null,null,null
Land Rover,RANGE ROVER,LAND ROVER Range Rover 5.0 V8 SC,Silver,SUV / Geländewagen,Zuzwil,Allrad,10,2010,9000.0,Km,car,"",null,null,null,null,null
BMW,M5,BMW M5,Silver,Limousine,Zuzwil,Hinterradantrieb,1,1999,68500.0,Km,car,"",null,null,null,null,null
MG,"",MG M Roadster,Silver,Coupé,Zuzwil,Hinterradantrieb,6,1930,86000.0,Km,car,"",null,null,null,null,null
Mercedes,S 600,MERCEDES-BENZ S 600 L,Silver,Limousine,Zuzwil,Hinterradantrieb,1,2003,48100.0,Km,car,"",null,null,null,null,null
Jaguar,S-TYPE,JAGUAR S-Type 4.0 V8,Blue,Limousine,Zuzwil,Hinterradantrieb,5,1999,69200.0,Km,car,"",null,null,null,null,null
Fiat,SPIDER,FIAT 124 Spider CSA Abarth,Silver,Cabriolet,Zuzwil,null,7,1974,120000.0,Km,car,"",null,null,null,null,null
Ferrari,F360,FERRARI F360 Spider,Silver,Cabriolet,Zuzwil,Hinterradantrieb,5,2001,41000.0,Km,car,"",null,null,null,null,null
Alpina,5 SERIES,BMW-ALPINA 5 SERIES B7 (E28),Silver,Limousine,Zuzwil,Hinterradantrieb,7,1985,157000.0,Km,car,"",null,null,null,null,null
Rolls-Royce,CORNICHE,ROLLS-ROYCE Corniche,Silver,Cabriolet,Zuzwil,Hinterradantrieb,7,2001,38000.0,Km,car,"",null,null,null,null,null
Nissan,Skyline,NISSAN Skyline R34 GTR,Silver,Coupé,Zuzwil,Allrad,1,2007,2300.0,Km,car,"",null,null,null,null,null
Audi,QUATTRO,AUDI quattro Turbo 20V,Silver,Coupé,Zuzwil,Allrad,1,1990,125000.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant 5.0 V10 quattro,Silver,Kombi,Zuzwil,Allrad,6,2008,29300.0,Km,car,"",null,null,null,null,null
Renault,ALPINE,RENAULT Alpine A610 Turbo,Silver,Coupé,Zuzwil,Hinterradantrieb,6,1992,71600.0,Km,car,"",null,null,null,null,null
Audi,R8,AUDI R8 GT Spyder 5.2,Silver,Cabriolet,Zuzwil,Allrad,6,2012,5900.0,Km,car,"",null,null,null,null,null
Maserati,BITURBO,MASERATI Biturbo Spyder E,Silver,Cabriolet,Zuzwil,Hinterradantrieb,3,1995,39500.0,Km,car,"",null,null,null,null,null
Lotus,ELISE,LOTUS Elise,Other,Cabriolet,Zuzwil,Hinterradantrieb,10,2003,38200.0,Km,car,"",null,null,null,null,null
Mercedes,SLK 350,MERCEDES-BENZ SLK 350,Blue,Cabriolet,Zuzwil,Hinterradantrieb,5,2008,3200.0,Km,car,"",null,null,null,null,null
Mercedes,CLK 320,MERCEDES-BENZ CLK 320 Sport,Silver,Coupé,Zuzwil,Hinterradantrieb,6,1998,61000.0,Km,car,"",null,null,null,null,null
Citroen,2CV,CITROEN 2CV6 Charleston,Silver,Kleinwagen,Zuzwil,Vorderradantrieb,7,1986,80500.0,Km,car,"",null,null,null,null,null
Mercedes,E 430,MERCEDES-BENZ E 430 Avantgarde,Silver,Limousine,Zuzwil,Hinterradantrieb,6,1998,48500.0,Km,car,"",null,null,null,null,null
Renault,CLIO,RENAULT Clio 3.0 Sport V6,Silver,Kleinwagen,Zuzwil,Hinterradantrieb,11,2004,61200.0,Km,car,"",null,null,null,null,null
Renault,ALPINE,RENAULT Alpine A310 V6,Silver,Coupé,Zuzwil,Hinterradantrieb,12,1981,139200.0,Km,car,"",null,null,null,null,null
McLaren,12C,McLAREN MP4-12C Coupé 3.8 V8,Silver,Coupé,Zuzwil,Hinterradantrieb,4,2012,19900.0,Km,car,"",null,null,null,null,null
Triumph,TR3,TRIUMPH TR3,Silver,Cabriolet,Safenwil,Hinterradantrieb,1,1957,98320.0,Km,car,"",null,null,null,null,null
Mercedes,CL 55 AMG,MERCEDES-BENZ CL 55 AMG,Silver,Coupé,Zuzwil,Hinterradantrieb,11,2002,48300.0,Km,car,"",null,null,null,null,null
Mercedes,S 320,MERCEDES-BENZ S 320,Silver,Limousine,Zuzwil,Hinterradantrieb,3,2002,69100.0,Km,car,"",null,null,null,null,null
Mercedes,SL 500,MERCEDES-BENZ SL 500,Silver,Cabriolet,Zuzwil,Hinterradantrieb,3,1994,111500.0,Km,car,"",null,null,null,null,null
Bentley,CONTINENTAL,BENTLEY Continental FlyingSpur6.0,Blue,Limousine,Zuzwil,Allrad,5,2012,29000.0,Km,car,"",null,null,null,null,null
