make,model,model_variant,color,carType,city,drive,manufacture_month,manufacture_year,mileage,mileage_unit,type,price_on_request,zip,country,currency,fuel_consumption_unit,condition
Toyota,CELICA,TOYOTA Celica 2800 i Supra,Gray,Coupé,Zuzwil,Hinterradantrieb,3,1983,158000.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Turbo,Gray,Coupé,Zuzwil,Allrad,5,1996,88100.0,Km,car,"",null,null,null,null,null
Renault,Alpine A110,RENAULT Alpine A110 1600 SX,Gray,Coupé,Zuzwil,null,6,1977,41400.0,Km,car,"",null,null,null,null,null
Mercedes,SL 350,MERCEDES-BENZ SL 350,Gray,Cabriolet,Zuzwil,Hinterradantrieb,5,2004,105300.0,Km,car,"",null,null,null,null,null
Land Rover,RANGE ROVER,LAND ROVER Range Rover 4.6 HSE,Gray,SUV / Geländewagen,Zuzwil,Allrad,12,1996,54600.0,Km,car,"",null,null,null,null,null
Porsche,PANAMERA,PORSCHE Panamera Turbo 4.8,Gray,Limousine,Zuzwil,Allrad,1,2010,47500.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Carrera,Other,Cabriolet,Zuzwil,Hinterradantrieb,7,1998,89500.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant 5.0 V10 quattro,Gray,Kombi,Zuzwil,Allrad,3,2009,59900.0,Km,car,"",null,null,null,null,null
BMW,540,BMW 540i Touring,Gray,Kombi,Zuzwil,Hinterradantrieb,1,1998,85800.0,Km,car,"",null,null,null,null,null
Maserati,SPYDER GT,MASERATI Spyder GT,Gray,Cabriolet,Zuzwil,Hinterradantrieb,6,2003,50300.0,Km,car,"",null,null,null,null,null
Maserati,COUPÉ GT,MASERATI Coupé GT,Gray,Coupé,Zuzwil,Hinterradantrieb,6,2002,114800.0,Km,car,"",null,null,null,null,null
Lamborghini,HURACAN,LAMBORGHINI Huracan LP610-4 Coupé,Gray,Coupé,Zuzwil,Allrad,7,2015,300.0,Km,car,"",null,null,null,null,null
Aston Martin,Virage,ASTON MARTIN Virage,Gray,Coupé,Zuzwil,Hinterradantrieb,4,1991,68800.0,Km,car,"",null,null,null,null,null
Fiat,PUNTO,FIAT Punto 1.8 16V HGT,Gray,Kleinwagen,Zuzwil,Vorderradantrieb,5,2004,75200.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant quattro,Gray,Kombi,Zuzwil,Allrad,4,2003,32900.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant quattro,Gray,Kombi,Zuzwil,Allrad,8,2002,100200.0,Km,car,"",null,null,null,null,null
BMW,X5,BMW X5 4.4i,Gray,SUV / Geländewagen,Zuzwil,Allrad,1,2001,113000.0,Km,car,"",null,null,null,null,null
Other,"",GIOTTILINE Therry T22,Other,Wohnkabine,Zuzwil,Vorderradantrieb,4,2014,200.0,Km,car,"",null,null,null,null,null
Ferrari,612,FERRARI 612,Gray,Coupé,Zuzwil,Hinterradantrieb,2,2008,37000.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant 5.0 V10 quattro,Gray,Kombi,Zuzwil,Allrad,6,2008,36700.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Turbo,Gray,Coupé,Zuzwil,Allrad,7,2000,69200.0,Km,car,"",null,null,null,null,null
Mercedes,S 55 AMG,MERCEDES-BENZ S 55 AMG,Gray,Limousine,Zuzwil,Hinterradantrieb,7,2001,205500.0,Km,car,"",null,null,null,null,null
Audi,R8,AUDI R8 Coupé 4.2,Gray,Coupé,Zuzwil,Allrad,6,2007,65000.0,Km,car,"",null,null,null,null,null
Mercedes,CLK 63 AMG,MERCEDES-BENZ CLK 63 AMG Black Series,Gray,Coupé,Zuzwil,Hinterradantrieb,7,2008,36000.0,Km,car,"",null,null,null,null,null
Bentley,CONTINENTAL,BENTLEY Continental GTC 6.0,Gray,Cabriolet,Zuzwil,Allrad,2,2007,58000.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant quattro,Gray,Kombi,Zuzwil,Allrad,1,2004,93500.0,Km,car,"",null,null,null,null,null
Ferrari,F550,FERRARI F550 Maranello,Gray,Coupé,Zuzwil,Hinterradantrieb,5,1997,62000.0,Km,car,"",null,null,null,null,null
Aston Martin,DBS,ASTON MARTIN DBS Coupé,Gray,Coupé,Zuzwil,Hinterradantrieb,4,2012,5000.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant quattro,Other,Kombi,Zuzwil,Allrad,10,2002,38500.0,Km,car,"",null,null,null,null,null
Mercedes,SL 500,MERCEDES-BENZ SL 500,Other,Cabriolet,Zuzwil,Hinterradantrieb,4,1998,48300.0,Km,car,"",null,null,null,null,null
Mercedes,S 500,MERCEDES-BENZ S 500,Gray,Limousine,Zuzwil,Hinterradantrieb,9,1999,112800.0,Km,car,"",null,null,null,null,null
Mercedes,E 500,MERCEDES-BENZ E 500 Limited,Gray,Limousine,Zuzwil,Hinterradantrieb,6,1994,206000.0,Km,car,"",null,null,null,null,null
Mercedes,CL 65 AMG,MERCEDES-BENZ CL 65 AMG,Gray,Coupé,Zuzwil,Hinterradantrieb,1,2006,19800.0,Km,car,"",null,null,null,null,null
Mercedes,SL 500,MERCEDES-BENZ SL 500 Special Edition,Gray,Cabriolet,Zuzwil,Hinterradantrieb,4,1996,55200.0,Km,car,"",null,null,null,null,null
Lamborghini,GALLARDO,LAMBORGHINI Gallardo LP560-4 Coupé,Gray,Coupé,Zuzwil,Allrad,1,2009,24000.0,Km,car,"",null,null,null,null,null
Porsche,BOXSTER,PORSCHE Boxster S 3.4,Gray,Cabriolet,Zuzwil,Hinterradantrieb,2,2007,68900.0,Km,car,"",null,null,null,null,null
VW,PHAETON,VW Phaeton 4.2 V8 4Motion,Gray,Limousine,Zuzwil,Allrad,11,2003,119000.0,Km,car,"",null,null,null,null,null
Ferrari,612,FERRARI 612,Gray,Coupé,Zuzwil,Hinterradantrieb,7,2004,45000.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant 5.0 V10 quattro,Gray,Kombi,Zuzwil,Allrad,6,2008,14000.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Carrera,Gray,Coupé,Zuzwil,Hinterradantrieb,4,2001,135800.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Turbo,Other,Coupé,Zuzwil,Allrad,11,2001,47600.0,Km,car,"",null,null,null,null,null
Renault,"",RENAULT R8 Gordini,Gray,Kleinwagen,Zuzwil,null,4,1969,45000.0,Km,car,"",null,null,null,null,null
Mercedes,S 500,MERCEDES-BENZ S 500 L,Gray,Limousine,Zuzwil,Hinterradantrieb,5,1999,32700.0,Km,car,"",null,null,null,null,null
BMW,323,BMW 323i Sport Edition,Gray,Limousine,Zuzwil,Hinterradantrieb,7,1997,82500.0,Km,car,"",null,null,null,null,null
Mercedes,CL 500,MERCEDES-BENZ CL 500 4Matic,Gray,Coupé,Zuzwil,Allrad,1,2011,79500.0,Km,car,"",null,null,null,null,null
VW,BEETLE,VW BEETLE New Beetle Cup,Gray,Limousine,Zuzwil,Vorderradantrieb,9,2000,1.0,Km,car,"",null,null,null,null,null
Porsche,CAYENNE,PORSCHE Cayenne Turbo,Gray,SUV / Geländewagen,Zuzwil,Allrad,4,2003,127000.0,Km,car,"",null,null,null,null,null
Mercedes,S 500,MERCEDES-BENZ S 500 L,Gray,Limousine,Zuzwil,Hinterradantrieb,6,1998,128800.0,Km,car,"",null,null,null,null,null
Mercedes,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,Gray,Cabriolet,Zuzwil,Hinterradantrieb,6,2002,6000.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant quattro,Gray,Kombi,Zuzwil,Allrad,11,2002,38500.0,Km,car,"",null,null,null,null,null
MG,MGC,MG MGC GT,Gray,Coupé,Zuzwil,Hinterradantrieb,8,1968,48800.0,Km,car,"",null,null,null,null,null
Audi,A8,AUDI A8 4.2 quattro,Other,Limousine,Zuzwil,Allrad,9,1997,125400.0,Km,car,"",null,null,null,null,null
Porsche,924,PORSCHE 924,Gray,Coupé,Zuzwil,Hinterradantrieb,4,1978,51000.0,Km,car,"",null,null,null,null,null
Ford,"",FORD T - Roadster,Gray,Coupé,Zuzwil,Hinterradantrieb,1,1927,1.0,Km,car,"",null,null,null,null,null
Mercedes,CLK 430,MERCEDES-BENZ CLK 430 Elégance,Gray,Coupé,Zuzwil,Hinterradantrieb,1,2001,100.0,Km,car,"",null,null,null,null,null
VW,GOLF,VW Golf 2.0 TSI R 4Motion,Gray,Limousine,Zuzwil,Allrad,3,2011,36300.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Carrera RS Clubsport/993 GT2,Gray,Coupé,Zuzwil,Hinterradantrieb,4,1996,91000.0,Km,car,"",null,null,null,null,null
Land Rover,DEFENDER,LAND ROVER Defender 90 2.4Td4 SW,Gray,Kombi,Zuzwil,Allrad,2,2011,50400.0,Km,car,"",null,null,null,null,null
Mercedes,S 65 AMG,MERCEDES-BENZ S 65 AMG L,Gray,Limousine,Zuzwil,Hinterradantrieb,3,2006,39800.0,Km,car,"",null,null,null,null,null
Mercedes,ML 63 AMG,MERCEDES-BENZ ML 63 AMG 4Matic,Gray,SUV / Geländewagen,Zuzwil,Allrad,3,2009,88500.0,Km,car,"",null,null,null,null,null
Audi,S6,AUDI S6 quattro 4.2,Gray,Limousine,Zuzwil,Allrad,5,1998,54500.0,Km,car,"",null,null,null,null,null
Ferrari,F360,FERRARI F360 Modena Berlinetta,Gray,Coupé,Zuzwil,Hinterradantrieb,4,2000,41500.0,Km,car,"",null,null,null,null,null
Mercedes,SLR,MERCEDES-BENZ SLR 730PS,Other,Coupé,Zuzwil,Hinterradantrieb,6,2004,34500.0,Km,car,"",null,null,null,null,null
Mercedes,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,Gray,Cabriolet,Zuzwil,Hinterradantrieb,4,2004,45500.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Carrera Targa,Gray,Cabriolet,Zuzwil,Hinterradantrieb,1,2002,128000.0,Km,car,"",null,null,null,null,null
Renault,Alpine A110,RENAULT Alpine A110 1600S VC,Gray,Coupé,Zuzwil,Hinterradantrieb,7,1972,34900.0,Km,car,"",null,null,null,null,null
Mercedes,SL 600,MERCEDES-BENZ SL 600,Gray,Cabriolet,Zuzwil,Hinterradantrieb,2,1993,75900.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Turbo,Gray,Coupé,Zuzwil,Allrad,8,2001,74100.0,Km,car,"",null,null,null,null,null
Mercedes,S-CLASS,MERCEDES-BENZ S 55 L AMG,Gray,Limousine,Zuzwil,Hinterradantrieb,2,2003,73900.0,Km,car,"",null,null,null,null,null
BMW,M3,BMW M3,Gray,Cabriolet,Zuzwil,Hinterradantrieb,6,2002,1600.0,Km,car,"",null,null,null,null,null
BMW,740,BMW 740i,Gray,Limousine,Zuzwil,Hinterradantrieb,11,1995,89200.0,Km,car,"",null,null,null,null,null
Lamborghini,GALLARDO,LAMBORGHINI Gallardo LP560-4 Spyder,Gray,Cabriolet,Zuzwil,Allrad,4,2011,4900.0,Km,car,"",null,null,null,null,null
Other,VIPER,DODGE VIPER,Gray,Cabriolet,Zuzwil,Hinterradantrieb,4,1994,37900.0,Km,car,"",null,null,null,null,null
Mercedes,S 65 AMG,MERCEDES-BENZ S 65 AMG L,Other,Limousine,Zuzwil,Hinterradantrieb,6,2006,97300.0,Km,car,"",null,null,null,null,null
Mercedes,E 500,MERCEDES-BENZ E 500 Avantgarde,Gray,Limousine,Zuzwil,Hinterradantrieb,5,2003,29200.0,Km,car,"",null,null,null,null,null
Audi,A8,AUDI A8 4.2 quattro,Gray,Limousine,Zuzwil,Allrad,1,1997,66300.0,Km,car,"",null,null,null,null,null
Porsche,BOXSTER,PORSCHE Boxster S 3.2,Gray,Cabriolet,Zuzwil,Hinterradantrieb,7,2000,51000.0,Km,car,"",null,null,null,null,null
Mercedes,SL 500,MERCEDES-BENZ SL 500,Gray,Cabriolet,Zuzwil,Hinterradantrieb,6,1997,106000.0,Km,car,"",null,null,null,null,null
Ferrari,456,FERRARI 456 GTA,Gray,Coupé,Zuzwil,Hinterradantrieb,11,1997,32500.0,Km,car,"",null,null,null,null,null
Ford,CORTINA,FORD CORTINA Cortina Lotus,Gray,Limousine,Zuzwil,Hinterradantrieb,4,1966,69377.0,Km,car,"",null,null,null,null,null
Mercedes,SLK 200,MERCEDES-BENZ SLK 200,Gray,Cabriolet,Zuzwil,Hinterradantrieb,5,2011,13800.0,Km,car,"",null,null,null,null,null
Mercedes,ML 63 AMG,MERCEDES-BENZ ML 63 AMG 4Matic,Gray,SUV / Geländewagen,Zuzwil,Allrad,6,2012,2000.0,Km,car,"",null,null,null,null,null
Mercedes,S 65 AMG,MERCEDES-BENZ S 65 AMG L,Gray,Limousine,Zuzwil,Hinterradantrieb,9,2006,130000.0,Km,car,"",null,null,null,null,null
BMW,323,BMW 323 323i,Gray,Limousine,Zuzwil,Hinterradantrieb,4,1982,238500.0,Km,car,"",null,null,null,null,null
Mercedes,CLS 500,MERCEDES-BENZ CLS 500,Other,Limousine,Zuzwil,Hinterradantrieb,1,2005,95400.0,Km,car,"",null,null,null,null,null
Land Rover,RANGE ROVER,LAND ROVER Range Rover 4.6 HSE,Gray,SUV / Geländewagen,Zuzwil,Allrad,6,1998,42000.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Carrera 4,Gray,Coupé,Zuzwil,Allrad,11,1999,47700.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant quattro,Gray,Kombi,Zuzwil,Allrad,6,2003,42600.0,Km,car,"",null,null,null,null,null
Aston Martin,V12 Vanquish,ASTON MARTIN Vanquish V12,Gray,Coupé,Zuzwil,Hinterradantrieb,1,2003,24600.0,Km,car,"",null,null,null,null,null
Mercedes,CL 500,MERCEDES-BENZ CL 500,Gray,Coupé,Zuzwil,Hinterradantrieb,11,2001,55900.0,Km,car,"",null,null,null,null,null
BMW,530 Gran Turismo,BMW 530d GT,Gray,Limousine,Zuzwil,Hinterradantrieb,1,2010,67800.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 GT2,Gray,Coupé,Zuzwil,Hinterradantrieb,5,2009,44600.0,Km,car,"",null,null,null,null,null
BMW,740,BMW 740i,Gray,Limousine,Zuzwil,Hinterradantrieb,7,1995,65400.0,Km,car,"",null,null,null,null,null
BMW,"",BMW 1602,Gray,Limousine,Zuzwil,Hinterradantrieb,2,1975,104650.0,Km,car,"",null,null,null,null,null
Land Rover,RANGE ROVER,LAND ROVER RANGE ROVER 3.5,Gray,SUV / Geländewagen,Zuzwil,Allrad,3,1989,151300.0,Km,car,"",null,null,null,null,null
Renault,ALPINE,RENAULT Alpine A310 V6,Other,Coupé,Zuzwil,Hinterradantrieb,5,1981,153600.0,Km,car,"",null,null,null,null,null
Talbot Lago,MATRA,TALBOT Murena 2.2,Gray,Coupé,Zuzwil,Hinterradantrieb,4,1982,182200.0,Km,car,"",null,null,null,null,null
Mercedes,SLK 350,MERCEDES-BENZ SLK 350,Gray,Cabriolet,Zuzwil,Hinterradantrieb,3,2008,70400.0,Km,car,"",null,null,null,null,null
Austin-Healey,"",AUSTIN-HEALEY BT7 3000 Mk I,Gray,Cabriolet,Zuzwil,Hinterradantrieb,1,1960,9999.0,Km,car,"",null,null,null,null,null
Porsche,CAYENNE,PORSCHE Cayenne Turbo S,Gray,SUV / Geländewagen,Zuzwil,Allrad,8,2006,36600.0,Km,car,"",null,null,null,null,null
Lotus,Super Seven,LOTUS Super Seven HKT,Gray,Cabriolet,Zuzwil,null,9,2002,26800.0,Km,car,"",null,null,null,null,null
Porsche,CAYENNE,PORSCHE Cayenne S,Gray,SUV / Geländewagen,Zuzwil,Allrad,3,2003,59900.0,Km,car,"",null,null,null,null,null
Maserati,QUATTROPORTE,MASERATI Quattroporte 4.7 S,Gray,Limousine,Zuzwil,Hinterradantrieb,11,2010,29000.0,Km,car,"",null,null,null,null,null
Mercedes,S 250,MERCEDES-BENZ S 250 CDI BlueEff SS,Gray,Limousine,Zuzwil,Hinterradantrieb,9,2011,43000.0,Km,car,"",null,null,null,null,null
Mercedes,S 320,MERCEDES-BENZ S 320 CDI,Gray,Limousine,Zuzwil,Hinterradantrieb,2,2004,9900.0,Km,car,"",null,null,null,null,null
Ferrari,456,FERRARI 456M GTA,Gray,Coupé,Zuzwil,Hinterradantrieb,5,2000,68000.0,Km,car,"",null,null,null,null,null
Lamborghini,MURCIÉLAGO,LAMBORGHINI Murciélago 6.2 Roadster,Other,Cabriolet,Zuzwil,Allrad,1,2006,16200.0,Km,car,"",null,null,null,null,null
Mercedes,SL 500,MERCEDES-BENZ SL 500,Gray,Cabriolet,Zuzwil,Hinterradantrieb,2,2002,47300.0,Km,car,"",null,null,null,null,null
BMW,730,BMW 730i,Green,Limousine,Zuzwil,Hinterradantrieb,9,2007,114600.0,Km,car,"",null,null,null,null,null
BMW,M5,BMW M5,Green,Limousine,Zuzwil,Hinterradantrieb,9,1999,54600.0,Km,car,"",null,null,null,null,null
Simca,"",SIMCA Rallye2,Green,Coupé,Zuzwil,Hinterradantrieb,11,1976,18200.0,Km,car,"",null,null,null,null,null
BMW,M3,BMW M3,Green,Cabriolet,Zuzwil,Hinterradantrieb,12,2002,52900.0,Km,car,"",null,null,null,null,null
Mercedes,ML 63 AMG,MERCEDES-BENZ ML 63 AMG 4Matic,Green,SUV / Geländewagen,Zuzwil,Allrad,3,2007,13300.0,Km,car,"",null,null,null,null,null
Audi,R8,AUDI R8 Coupé 4.2,Green,Coupé,Zuzwil,Allrad,9,2007,61300.0,Km,car,"",null,null,null,null,null
Mercedes,E 420,MERCEDES-BENZ E 420 Elégance,Green,Kombi,Zuzwil,Hinterradantrieb,10,1997,44000.0,Km,car,"",null,null,null,null,null
Ferrari,456,FERRARI 456M GTA,Green,Coupé,Zuzwil,Hinterradantrieb,8,1999,92000.0,Km,car,"",null,null,null,null,null
Audi,A8,AUDI A8 4.2 quattro,Green,Limousine,Zuzwil,Allrad,10,1997,63400.0,Km,car,"",null,null,null,null,null
Porsche,CAYENNE,PORSCHE Cayenne Turbo,Other,SUV / Geländewagen,Zuzwil,Allrad,3,2007,36700.0,Km,car,"",null,null,null,null,null
McLaren,12C,McLAREN MP4-12C Spider 3.8 V8,Green,Cabriolet,Zuzwil,Hinterradantrieb,5,2013,16000.0,Km,car,"",null,null,null,null,null
BMW,323,BMW 323 323i,Green,Limousine,Zuzwil,Hinterradantrieb,10,1980,176000.0,Km,car,"",null,null,null,null,null
BMW,M3,BMW M3,Green,Limousine,Zuzwil,Hinterradantrieb,2,1987,195800.0,Km,car,"",null,null,null,null,null
BMW,Z4,BMW Z4 2.5i Roadster,Green,Cabriolet,Zuzwil,Hinterradantrieb,3,2003,103600.0,Km,car,"",null,null,null,null,null
Lancio,"",LANCIA Rally 037 stradale,Green,Limousine,Zuzwil,null,4,1984,13000.0,Km,car,"",null,null,null,null,null
Mercedes,S 600,MERCEDES-BENZ S 600,Green,Coupé,Zuzwil,Hinterradantrieb,3,1996,88500.0,Km,car,"",null,null,null,null,null
Ferrari,348,FERRARI 348 tb,Green,Coupé,Zuzwil,Hinterradantrieb,3,1994,34000.0,Km,car,"",null,null,null,null,null
Mercedes,SL 63 AMG,MERCEDES-BENZ SL 63 AMG,Green,Cabriolet,Zuzwil,Hinterradantrieb,6,2008,62700.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Turbo S Cabrio SPEED ART 580PS,Green,Cabriolet,Zuzwil,Allrad,4,2011,16000.0,Km,car,"",null,null,null,null,null
Mercedes,S 500,MERCEDES-BENZ S 500 L,Green,Limousine,Porrentruy,Hinterradantrieb,9,2011,19900.0,Km,car,"",null,null,null,null,null
Mercedes,S 65 AMG,MERCEDES-BENZ S 65 L / BRABUS T65 S,Beige,Limousine,Zuzwil,Hinterradantrieb,2,2007,46000.0,Km,car,"",null,null,null,null,null
Mercedes,"",MERCEDES-BENZ E 60 Carlsson,Green,Limousine,Zuzwil,Hinterradantrieb,11,1996,72000.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Turbo,Green,Coupé,Zuzwil,Allrad,4,2003,38600.0,Km,car,"",null,null,null,null,null
Lamborghini,DIABLO,LAMBORGHINI Diablo SE 30,Green,Coupé,Porrentruy,Hinterradantrieb,9,1995,64800.0,Km,car,"",null,null,null,null,null
Aston Martin,DBS,ASTON MARTIN DBS Volante,Green,Cabriolet,Zuzwil,Hinterradantrieb,4,2010,71300.0,Km,car,"",null,null,null,null,null
Bentley,CONTINENTAL,BENTLEY Continental Supersports Conv.,Green,Cabriolet,Zuzwil,Allrad,9,2010,15000.0,Km,car,"",null,null,null,null,null
Lexus,GS,LEXUS GS 450h,Green,Limousine,Zuzwil,Hinterradantrieb,7,2006,34000.0,Km,car,"",null,null,null,null,null
Fiat,Dino,FIAT Dino 2400 Coupé,Green,Coupé,Zuzwil,Hinterradantrieb,10,1972,131000.0,Km,car,"",null,null,null,null,null
BMW,323,BMW 323Ci,Green,Cabriolet,Zuzwil,Hinterradantrieb,7,2000,140000.0,Km,car,"",null,null,null,null,null
Mercedes,SL 500,MERCEDES-BENZ SL 500,Green,Cabriolet,Zuzwil,Hinterradantrieb,4,1999,16300.0,Km,car,"",null,null,null,null,null
Mercedes,CLS 55 AMG,MERCEDES-BENZ CLS 55 AMG,Green,Limousine,Zuzwil,Hinterradantrieb,2,2006,118300.0,Km,car,"",null,null,null,null,null
Chevrolet,CORVETTE,CHEVROLET Corvette Z06,Other,Coupé,Zuzwil,Hinterradantrieb,6,2015,200.0,Km,car,"",null,null,null,null,null
Mercedes,E 55 AMG,MERCEDES-BENZ E 55 AMG Avantgarde,Beige,Limousine,Zuzwil,Hinterradantrieb,6,1998,49900.0,Km,car,"",null,null,null,null,null
Other,"",NSU TT,Green,Limousine,Zuzwil,null,8,1972,10352.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Turbo,Green,Coupé,Zuzwil,Allrad,2,2002,77600.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant 5.0 V10 quattro,Green,Kombi,Zuzwil,Allrad,10,2008,42500.0,Km,car,"",null,null,null,null,null
Audi,S3,AUDI S3 2.0 TFSI quattro,Green,Limousine,Zuzwil,Allrad,4,2010,34800.0,Km,car,"",null,null,null,null,null
Ferrari,575M,FERRARI 575M NOVITEC,Green,Coupé,Zuzwil,Hinterradantrieb,6,2003,14500.0,Km,car,"",null,null,null,null,null
Ferrari,MONDIAL,FERRARI Mondial 3.4 T,Green,Coupé,Zuzwil,Hinterradantrieb,5,1992,56500.0,Km,car,"",null,null,null,null,null
VW,PHAETON,VW Phaeton 6.0 W12 4Motion,Green,Limousine,Zuzwil,Allrad,11,2002,43900.0,Km,car,"",null,null,null,null,null
Mercedes,"",MERCEDES-BENZ CLK DTM AMG,Green,Limousine,Zuzwil,Hinterradantrieb,8,2005,16660.0,Km,car,"",null,null,null,null,null
Mercedes,CLK 55 AMG,MERCEDES-BENZ CLK 55 AMG Avantgarde,Green,Cabriolet,Zuzwil,Hinterradantrieb,12,2003,23700.0,Km,car,"",null,null,null,null,null
Mercedes,E 430,MERCEDES-BENZ E 430 Avantgarde,Green,Limousine,Zuzwil,Hinterradantrieb,2,1998,75000.0,Km,car,"",null,null,null,null,null
Mercedes,CLS 63 AMG,MERCEDES-BENZ CLS 63 AMG,Beige,Limousine,Zuzwil,Hinterradantrieb,12,2008,19100.0,Km,car,"",null,null,null,null,null
Mercedes,CL 55 AMG,MERCEDES-BENZ CL 55 AMG,Green,Coupé,Zuzwil,Hinterradantrieb,3,2001,50200.0,Km,car,"",null,null,null,null,null
BMW,323,BMW 323 Alpina Look,Green,Coupé,Zuzwil,Hinterradantrieb,2,1982,211000.0,Km,car,"",null,null,null,null,null
Peugeot,406,PEUGEOT 406 Coupé 3.0 V6 Pack,Green,Coupé,Zuzwil,Vorderradantrieb,10,2003,72600.0,Km,car,"",null,null,null,null,null
BMW,633,BMW 633 CSI A,Green,Coupé,Zuzwil,Hinterradantrieb,1,1977,128600.0,Km,car,"",null,null,null,null,null
Mercedes,SLK 320,MERCEDES-BENZ SLK 320,Green,Cabriolet,Zuzwil,Hinterradantrieb,5,2000,43200.0,Km,car,"",null,null,null,null,null
Audi,RS6,AUDI RS6 Avant 5.0 V10 quattro,Green,Kombi,Zuzwil,Allrad,12,2008,45300.0,Km,car,"",null,null,null,null,null
Mercedes,SL 500,MERCEDES-BENZ SL 500,Green,Cabriolet,Zuzwil,Hinterradantrieb,5,2004,7600.0,Km,car,"",null,null,null,null,null
Mercedes,CL 600,MERCEDES-BENZ CL 600,Green,Coupé,Zuzwil,Hinterradantrieb,5,2000,29000.0,Km,car,"",null,null,null,null,null
Audi,A6,AUDI A6 2.8 Ambiente,Green,Limousine,Zuzwil,Vorderradantrieb,2,1998,94000.0,Km,car,"",null,null,null,null,null
Mercedes,ML 63 AMG,MERCEDES-BENZ ML 63 AMG 4Matic,Green,SUV / Geländewagen,Zuzwil,Allrad,1,2012,16500.0,Km,car,"",null,null,null,null,null
BMW,X5,BMW X5 4.4i,Beige,SUV / Geländewagen,Zuzwil,Allrad,11,2000,40500.0,Km,car,"",null,null,null,null,null
Mercedes,SL 600,MERCEDES-BENZ SL 600,Green,Cabriolet,Zuzwil,Hinterradantrieb,5,1996,12900.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 Turbo,Green,Coupé,Zuzwil,Allrad,2,2007,34000.0,Km,car,"",null,null,null,null,null
Land Rover,RANGE ROVER,LAND ROVER Range Rover 4.6 HSE,Green,SUV / Geländewagen,Zuzwil,Allrad,10,1998,70000.0,Km,car,"",null,null,null,null,null
Mercedes,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,Green,Cabriolet,Zuzwil,Hinterradantrieb,5,2002,33400.0,Km,car,"",null,null,null,null,null
Alfa Romeo,ALFASUD,ALFA ROMEO Alfasud 1.5 ti,Green,Limousine,Zuzwil,Vorderradantrieb,8,1981,81900.0,Km,car,"",null,null,null,null,null
Mercedes,S 600,MERCEDES-BENZ S 600,Green,Coupé,Zuzwil,Hinterradantrieb,4,1993,99500.0,Km,car,"",null,null,null,null,null
Ferrari,Dino,FERRARI Dino 246 GTS,Green,Cabriolet,Sursee,Hinterradantrieb,3,1974,5000.0,Km,car,"",null,null,null,null,null
Audi,S8,AUDI S8 4.2 quattro,Green,Limousine,Zuzwil,Allrad,7,1998,55000.0,Km,car,"",null,null,null,null,null
Chevrolet,CORVETTE,CHEVROLET Corvette ZR1,Green,Coupé,Zuzwil,Hinterradantrieb,6,2009,6300.0,Km,car,"",null,null,null,null,null
Porsche,911,PORSCHE 911 GT2,Green,Coupé,Zuzwil,Hinterradantrieb,12,2007,20900.0,Km,car,"",null,null,null,null,null
Mercedes,SL 500,MERCEDES-BENZ SL 500,Beige,Cabriolet,Zuzwil,Hinterradantrieb,6,1996,34000.0,Km,car,"",null,null,null,null,null
Mercedes,SL 63 AMG,MERCEDES-BENZ SL 63 AMG,Green,Cabriolet,Zuzwil,Hinterradantrieb,1,2009,84000.0,Km,car,"",null,null,null,null,null
Renault,Alpine A110,RENAULT Alpine A110,Green,Coupé,Zuzwil,Hinterradantrieb,7,1977,91000.0,Km,car,"",null,null,null,null,null
Ferrari,F360,FERRARI F360 Spider,Green,Cabriolet,Zuzwil,Hinterradantrieb,3,2003,53600.0,Km,car,"",null,null,null,null,null
